frame,fps,vehicles,people
95,55.00149492512261,14,5
96,47.97657393850659,14,6
97,56.147896279835614,15,6
98,56.79952331943015,14,6
99,58.441722749376474,13,6
100,55.74714904702411,14,7
101,49.6161826462412,14,6
102,56.886574168260296,14,6
103,59.650202659460994,13,7
104,71.8522629937986,14,4
105,71.20575852234144,13,3
106,72.04355966265308,14,4
107,71.91016167469611,13,4
108,69.92254730349254,13,5
109,57.89798876357964,16,4
110,69.20951108030955,14,5
111,70.42385573726452,14,4
112,73.79530939352887,12,4
113,71.03210947026149,13,4
114,47.385769482793684,14,4
115,48.421329700649956,14,4
116,70.8234102191753,14,4
117,65.09154678212828,15,3
118,52.551639457231275,13,3
119,32.803879242921944,15,3
120,62.19035333540916,15,3
121,68.12916639594569,16,4
122,60.430561758900396,16,5
123,49.92802980703989,15,5
124,55.49929870061132,16,5
125,62.487768540865886,16,5
126,63.027694712008056,14,5
127,60.63937080730974,14,5
128,72.91905424200279,14,3
129,62.45148225904915,14,4
130,66.52662299554301,17,4
131,59.82120546538494,16,4
132,57.94438074186641,14,5
133,56.80490810840094,14,4
134,75.85048013454617,12,3
135,77.01764630272315,12,3
136,76.79203207674985,12,3
137,70.48776552836785,12,4
138,73.1658235355685,14,4
139,71.94469887991218,12,4
140,79.1198973817249,11,3
141,73.58298977210926,11,4
142,81.33382458453723,10,3
143,72.44423717981934,12,5
144,67.27894517339836,11,5
145,56.67748604786293,11,5
146,48.706412430034604,11,4
147,61.42260492633922,13,3
148,75.68213641284734,13,4
149,63.62621926245051,15,3
150,69.85733082393698,15,5
151,43.206840072109195,14,5
152,67.71996900025833,14,4
153,58.592758158247655,14,6
154,50.71096602587353,15,5
155,60.81874601241228,14,4
156,57.87242497412901,16,4
157,59.06721683166923,16,3
158,56.933677209176054,16,3
159,55.9225620650116,16,3
160,42.00478703694431,14,3
161,62.196808826146274,14,4
162,49.24915164680326,14,4
163,42.96342125480154,15,5
164,56.56817630081191,15,5
165,73.84728066623236,11,5
166,75.70945848375452,11,5
167,75.79291277399302,11,5
168,69.55266648978508,13,5
169,68.11810179621268,11,5
170,65.27693217542877,14,5
171,75.58666426383132,12,4
172,66.83617241654052,13,4
173,65.6920185440421,13,4
174,63.13395047791074,13,4
175,74.94512641829715,13,4
176,71.24325242471082,13,5
177,71.18763047573788,14,5
178,56.24200815275692,13,6
179,62.85767380520629,13,6
180,68.26444451678006,12,7
181,68.83581697630144,13,7
182,59.73345486135836,13,7
183,67.77139717882015,12,8
184,67.56506330745192,12,8
185,65.01083435373623,12,9
186,61.96525233423945,13,9
187,66.20842936069455,12,6
188,69.82128112931149,12,6
189,59.51984560586925,11,6
190,65.07336901714375,13,6
191,55.83100166389351,12,6
192,67.03807179618323,13,6
193,62.197731148513384,13,5
194,73.0117151461347,12,5
195,62.17928989696835,13,5
196,61.242337961948984,12,5
197,60.216268986705714,11,6
198,58.58457412632343,12,6
199,61.900323204297585,11,6
200,69.65084109666384,12,6
201,69.17526759355466,12,6
202,70.05100626304802,12,5
203,66.29424037428083,13,5
204,63.87329820607316,13,5
205,69.32160978431534,12,5
206,61.21373633590683,13,4
207,76.99078527111861,12,3
208,74.37632330253754,13,3
209,71.1610593644492,12,4
210,66.19275625345222,12,3
211,65.98448831904349,13,3
212,64.62817608899984,14,3
213,76.59430241051862,13,2
214,70.14824725715815,13,3
215,55.71678688611698,14,2
216,57.7409691629956,14,4
217,58.65339113410712,14,3
218,62.22910639308022,13,3
219,63.500030279173984,12,4
220,68.06062376269756,12,3
221,32.58876181004475,13,3
222,64.48112902977847,15,3
223,63.36668127086764,14,3
224,63.707398575269224,14,4
225,62.5035988376425,15,3
226,64.86204283615557,15,4
227,71.91879286694102,15,4
228,66.7829631398774,12,6
229,69.74465396255279,12,6
230,72.55577082756712,13,5
231,62.92085208520852,13,5
232,59.22150683384164,13,6
233,67.77030214897398,11,5
234,59.46162352207321,14,6
235,60.523867243867244,12,6
236,66.3708204763035,13,7
237,51.69154927841658,13,5
238,64.29727285269725,12,6
239,56.99169780555744,11,6
240,67.49656426513896,11,7
241,64.03810861566178,12,8
242,45.839888960535085,12,6
243,57.57373268726579,12,7
244,65.95336111329507,15,6
245,51.69983236367222,14,7
246,67.69483045239593,14,7
247,67.39136861724349,11,7
248,65.57903624253416,13,8
249,60.15753994435042,12,9
250,69.1467572290547,11,8
251,68.32671944743102,12,8
252,66.28271622497195,13,8
253,46.75038175596598,12,8
254,68.37238568750509,13,7
255,59.83144560782859,14,6
256,61.11473116712808,13,5
257,64.91223400139286,14,5
258,69.63234000166017,13,4
259,60.31151501207869,13,5
260,70.65399905666735,11,5
261,53.98561002921756,13,6
262,63.49810760892603,12,6
263,50.97040916768948,13,6
264,72.48054192299716,12,5
265,54.87341043487362,12,5
266,60.51251568969746,13,5
267,60.05761906125605,12,4
268,63.47600526658292,12,5
269,63.72482110029019,12,5
270,64.19198041016223,11,5
271,47.34244596196174,12,4
272,74.93173738276016,12,4
273,72.03861017123818,12,3
274,50.10457407031334,12,2
275,78.03646647317109,13,2
276,70.05568639241035,12,2
277,41.99553441802253,13,2
278,77.90890853703841,12,2
279,74.65565483606849,12,2
280,63.839271852787626,12,4
281,61.13700167626266,13,3
282,63.09121540312876,13,3
283,65.26779017475063,12,4
284,61.504567783561846,13,5
285,63.14915912615366,13,5
286,62.99172486295712,13,3
287,73.11608123420204,13,3
288,76.32668510700248,13,3
289,76.07886669931618,13,3
290,59.42792371560543,12,4
291,70.40966929662582,12,4
292,61.95609914620816,14,4
293,72.3704879563807,14,4
294,72.30312015169798,14,3
295,71.31593355210583,14,4
296,70.7708298181082,14,4
297,62.3558515699334,14,5
298,42.26935945499254,14,4
299,66.93964058859204,13,4
300,65.67864580886614,13,3
301,43.55410639557222,15,3
302,74.074210126627,13,3
303,71.47513718005521,12,3
304,64.64311694716726,14,3
305,69.27123486762787,15,2
306,61.668244773134944,14,3
307,58.781624015472154,16,5
308,69.65315442483019,14,5
309,63.89665153407879,14,6
310,55.79535205459407,14,7
311,63.446239486900225,15,7
312,61.25575417688982,14,7
313,57.65366323024055,16,6
314,49.964905592947765,16,6
315,55.04408194333259,14,6
316,52.81367969074631,15,6
317,64.53172502923258,13,4
318,61.78816181020005,12,4
319,49.954789071246516,12,4
320,57.6362337162645,12,4
321,67.04450127877237,12,4
322,57.193754687393465,12,5
323,60.99563725205049,12,6
324,64.4741906723645,13,4
325,63.37721365971593,14,4
326,57.85725715231605,14,5
327,62.70449992525041,13,5
328,57.75687138529331,13,5
329,62.01380941820064,13,5
330,60.088593450044414,10,5
331,59.98718535469108,12,6
332,39.85011211188386,13,6
333,53.08842366402552,13,7
334,50.85915919921425,14,7
335,52.58787833195416,13,6
336,47.851231560813666,13,6
337,56.127609463654856,13,5
338,62.721378155281734,12,5
339,40.5791739631002,13,5
340,63.82372901988831,10,5
341,65.28912549422496,11,4
342,52.58655967903711,14,5
343,55.83174484851712,12,5
344,58.8707295848188,12,3
345,56.53081744052834,13,3
346,53.51584051036683,12,5
347,50.10218001552888,13,5
348,28.843285172985276,13,5
349,41.044975926723296,11,6
350,59.41529613417761,12,6
351,57.61723171602835,13,6
352,55.72048781783883,12,7
353,58.42381356994609,13,6
354,54.167579295381756,13,6
355,48.4246839461987,14,7
356,56.03837161142063,15,6
357,48.00238048914474,14,6
358,58.68375470457376,13,5
359,62.266983372921615,12,4
360,65.21197798439006,9,5
361,53.70083861468536,12,5
362,55.07009965468797,10,6
363,53.56641677628638,11,6
364,49.6849487076216,11,7
365,51.99722304869582,12,4
366,54.26920439401193,12,4
367,59.5671821964694,12,5
368,44.41848200196978,12,6
369,30.689505301129007,13,4
370,61.65917911325415,12,4
371,54.306445347903775,12,4
372,51.31902606142175,13,5
373,53.97588376851506,14,5
374,58.6550316048554,11,5
375,51.891078697002314,13,5
376,56.904325175014925,14,4
377,57.22418685876446,14,4
378,48.036465670274296,15,5
379,46.33924408648481,15,5
380,55.2361787868412,14,4
381,54.705934524585885,16,4
382,48.84651845295632,15,4
383,57.99245074317318,12,4
384,55.93897039210456,12,4
385,59.82888524356323,11,4
386,56.43573735199139,13,4
387,55.936732325993894,11,4
388,59.1571910128207,12,5
389,61.05868137947098,9,7
390,60.84344899617036,9,5
391,60.09375895466789,9,5
392,58.96176338281602,10,6
393,56.17873024377177,11,6
394,50.81848912582541,11,6
395,41.53557599944544,12,6
396,47.93325943110522,12,7
397,44.32975395281982,13,9
398,46.153128369902504,12,8
399,54.04961276272213,11,9
400,47.66958755270665,9,10
401,50.159100693613965,11,8
402,41.6833527126005,11,8
403,43.745804607891195,11,7
404,45.92219850002737,11,6
405,47.34191159871777,12,8
406,48.32871282565361,10,9
407,55.20927722420397,11,6
408,49.43315104657741,12,6
409,54.1857737126321,11,4
410,56.76109021030124,10,5
411,61.651928504233304,10,4
412,54.89136380887569,10,6
413,58.696894635934896,9,4
414,57.748124079249905,10,4
415,57.62989832371531,9,6
416,52.01850404931106,10,6
417,55.99871829105474,9,8
418,55.247820016333414,11,7
419,49.39763747070393,10,7
420,53.0293574733861,11,8
421,46.668713977346066,12,9
422,50.807408573885866,11,6
423,45.67963406665215,11,6
424,47.91628395823337,11,6
425,41.63948813152121,11,7
426,53.359251955982444,11,7
427,47.41630396689917,11,7
428,48.06288746032292,13,6
429,53.73799182585745,12,6
430,40.74077959417587,13,7
431,48.99086597986311,10,7
432,52.59513210528296,9,8
433,51.81031437218208,10,7
434,41.74350604112343,8,8
435,47.80105988945239,10,7
436,52.21796994634165,8,8
437,52.392125512141504,9,9
438,51.922555087893045,10,9
439,48.829458537550785,8,9
440,50.30287475563978,10,8
441,53.07633124114193,9,8
442,45.94332533710142,11,8
443,52.7771290517415,11,6
444,54.86264404651345,11,6
445,47.340308581360965,12,7
446,50.026287540850646,12,7
447,45.359518968724316,12,7
448,46.51706278350172,12,7
449,53.008581358609796,11,7
450,52.64794707971933,11,7
451,38.48303070895762,12,6
452,44.53781298447554,13,8
453,46.88730646693868,13,8
454,43.63475963088959,12,8
455,43.58714719208546,12,8
456,44.47217244706456,11,8
457,43.71297849944242,12,8
458,40.10771113831089,12,8
459,43.5396385454621,12,8
460,44.88334813641666,13,8
461,46.87682592903045,13,9
462,49.02350479797094,12,7
463,42.60339258506856,12,9
464,47.57064761256663,12,9
465,43.819386113374705,12,8
466,39.13728783510157,12,7
467,43.199719850449576,12,7
468,47.98316020683659,12,7
469,47.88892948483741,12,8
470,40.247802556327485,12,9
471,46.54597108011231,12,6
472,48.11471441845526,12,6
473,43.50125495239478,12,8
474,42.46364427885881,12,6
475,48.37441900697768,12,8
476,41.371288788936894,12,6
477,24.19795422683505,11,7
478,27.26530718376421,12,6
479,28.57700378818848,12,6
480,28.71473560259605,11,7
481,30.484962132775138,11,6
482,27.74616152996355,12,6
483,29.124886293408142,12,6
484,27.288012751699686,12,6
485,28.64648672276254,11,6
486,30.74304227045173,10,6
487,29.047231225241696,12,6
488,31.90385419915264,11,6
489,31.51882049702043,13,6
490,30.18092853236623,12,6
491,30.98605950015145,13,6
492,31.675683840077333,13,6
493,30.331306089685643,13,6
494,30.483411220047532,13,6
495,32.35671580766353,10,5
496,51.16439977066738,11,6
497,49.57513149341055,11,7
498,57.405105043454455,11,6
499,66.5086895851833,10,6
500,53.10455546833456,10,6
501,52.63671502434617,10,7
502,65.529856575946,10,6
503,54.199777737575275,9,7
504,56.69050901521909,9,6
505,65.8487817131374,9,6
506,61.122746681045165,10,4
507,58.31658857389152,11,5
508,69.6219374543523,9,5
509,50.034642362933624,9,5
510,66.89693451146768,10,5
511,57.211697948494106,9,5
512,58.65257093314315,10,6
513,57.69172787543671,10,6
514,67.41303159857276,11,6
515,58.68621799356373,12,6
516,65.10063947352083,11,7
517,65.19373290226312,10,6
518,46.39254941432822,12,7
519,51.74767127681887,14,7
520,60.1851628641125,13,7
521,59.66717405220855,13,7
522,55.825799925464516,13,8
523,58.42218600699233,13,9
524,49.747414365689345,14,7
525,61.351627294668326,13,7
526,53.35993079232609,12,9
527,47.6333159197765,11,9
528,55.62589851728071,11,9
529,62.3410225921522,11,9
530,59.17972740356125,10,10
531,64.54264830345464,8,9
532,62.977537537537536,11,9
533,57.24761826768214,11,8
534,53.052162914242345,11,10
535,63.1634238901271,11,8
536,57.84847941521274,11,11
537,56.926722675389186,12,11
538,48.53451208646247,12,13
539,54.83467119884952,12,12
540,55.267475721758835,11,9
541,63.5308088458043,10,9
542,54.08306577437365,10,9
543,56.62774747529297,10,12
544,49.6490725505747,10,13
545,47.60574314738096,11,14
546,44.421775047659395,12,12
547,47.84904799388526,11,13
548,49.40869360348687,10,12
549,50.78034311173529,10,13
550,43.8102320917504,11,14
551,48.25032210565065,10,15
552,46.983421453535264,11,13
553,47.92668685368223,12,15
554,43.65065356756307,11,12
555,40.03344468836499,11,12
556,40.57093110986439,12,13
557,54.199777737575275,10,10
558,56.971570611646136,10,10
559,47.781456123762545,9,11
560,48.25975998435181,9,10
561,44.347096078410644,11,11
562,44.91314636940902,11,10
563,42.75147030343801,11,11
564,47.64413749233251,11,11
565,44.271733164450076,12,11
566,27.586301243727103,12,11
567,44.75929483075085,12,11
568,46.61529057425786,12,11
569,46.39408888790567,12,11
570,43.7946790293614,14,10
571,46.48458384129447,12,11
572,44.286224118088036,12,10
573,47.853415327043095,12,10
574,44.742106161461,12,10
575,44.39356477561389,12,12
576,42.89663213230105,12,11
577,44.95165421672543,14,12
578,50.734275208051095,12,11
579,48.21316167595839,12,11
580,49.69966703399571,12,11
581,43.89826889665711,13,10
582,40.49220431924157,12,10
583,46.50932558603712,11,9
584,46.18006055601431,12,9
585,46.98184262111453,12,7
586,52.38231069925441,12,8
587,53.38641888881818,11,8
588,54.971218872870246,11,7
589,48.416299203509176,12,9
590,43.91619462447779,11,9
591,54.15359190208129,11,7
592,50.85915919921425,13,7
593,47.51137290439511,12,7
594,31.5867065300067,12,8
595,55.33601593730623,12,7
596,52.23682965103246,13,7
597,52.07857160594999,12,7
598,56.64304235090752,11,7
599,49.94884008955366,12,6
600,56.79183253445988,11,6
601,51.91998415527827,11,6
602,49.05905608515118,12,7
603,50.04419414880924,10,7
604,51.40708420149528,11,6
605,48.33038348082596,11,7
606,49.917928210987334,11,7
607,55.08456456929724,11,7
608,45.46424584033386,11,6
609,50.032851808996675,12,5
610,34.19901503538697,15,7
611,47.30933823612349,14,7
612,44.570469156792946,14,8
613,52.88893372339352,13,3
614,49.01662985426965,15,5
615,46.465015287809635,14,5
616,49.899518172625065,16,5
617,49.471633129673755,15,6
618,34.51761142932385,15,6
619,49.86214603295371,15,7
620,41.83009873341977,15,8
621,44.15521633856196,15,6
622,47.746644658204794,15,5
623,47.5479980048066,14,6
624,52.15952644472909,13,6
625,50.40685502770133,14,6
626,44.992641222029135,14,6
627,52.32937418904082,13,5
628,53.34364348578114,13,5
629,44.90497194980943,14,7
630,49.11593048854747,13,7
631,48.949700067689,14,5
632,48.134592652948804,14,5
633,45.00953995729018,14,4
634,44.148244829219514,14,5
635,45.60860346008721,14,4
636,49.57103011393183,14,4
637,38.038398403845285,16,5
638,49.24510402479688,16,5
639,49.12973808742913,15,7
640,43.82259092476309,15,7
641,51.9064909349669,14,4
642,50.045985514682194,14,6
643,32.261643424685985,15,6
644,52.381002335368976,15,4
645,45.48889973428773,16,5
646,49.54877731836976,14,4
647,44.55910505795239,14,4
648,50.10218001552888,14,6
649,25.7013370589605,14,6
650,27.281090644187742,14,6
651,25.034044788234734,15,7
652,27.81811428874622,16,5
653,27.654873208233884,15,4
654,27.12091663864677,16,6
655,24.92188855482537,16,6
656,28.130434199407116,17,6
657,28.43441711635979,15,5
658,30.659444602823037,16,4
659,26.6250920447909,17,5
660,27.894150899477935,17,4
661,27.49515886906986,15,5
662,27.809814283156854,16,5
663,29.54442613020019,16,4
664,30.1211076640239,16,4
665,28.972390497965726,17,4
666,29.191575841093528,17,5
667,31.20924452910494,15,4
668,32.10458877109725,14,4
669,29.12003332523345,16,5
670,31.730799491617745,13,5
671,34.201803741213695,15,5
672,63.546209320647236,14,5
673,51.44680903259043,15,5
674,66.03019473874781,15,5
675,63.65035814009955,14,6
676,55.93524038140961,15,5
677,56.223160547445744,15,7
678,60.94069101792927,14,6
679,55.123657821761356,16,5
680,59.12050179716682,16,7
681,52.54439767488475,15,7
682,47.751536955234755,14,7
683,57.97161062044754,15,8
684,59.51562278287028,14,9
685,70.24340573763628,13,4
686,63.103555147667265,14,6
687,57.58875219683655,13,5
688,64.52279055457272,13,5
689,61.37317276598235,14,5
690,58.17665335108744,13,4
691,56.86343731782378,14,6
692,59.14551223295494,12,6
693,59.62561128170135,13,5
694,57.43183031863181,13,4
695,57.546875214378815,15,4
696,56.651458054756404,14,7
697,55.00149492512261,14,7
698,54.8332374627412,16,8
699,54.298008958392664,15,6
700,38.59741598262598,16,6
701,54.49058760864199,14,6
702,53.56436452799346,12,5
703,57.177381536615954,13,5
704,62.846371686719905,13,5
705,64.7588932806324,12,7
706,65.63958747398237,12,7
707,57.718720757417294,12,6
708,61.419007175281884,12,7
709,40.991624397728714,13,6
710,42.90628612347194,14,7
711,50.2926209261613,14,6
712,42.436577395105076,14,6
713,63.36093780684925,15,6
714,52.208870134558175,15,7
715,46.47737245689464,16,7
716,44.93672459234181,15,8
717,60.49157015734745,15,6
718,62.378108268887566,15,5
719,52.31566736931386,14,6
720,53.008581358609796,14,8
721,49.21678928902501,14,8
722,51.325933993318564,14,8
723,47.30293563703211,15,8
724,47.46567079726136,14,7
725,45.24258146634019,14,7
726,55.48681721368946,14,7
727,48.239778255719,14,8
728,53.40137249659422,15,7
729,52.37249956296981,15,6
730,50.987138654542804,16,6
731,45.92471258075112,16,7
732,51.13134219188102,16,8
733,48.14730123745896,16,8
734,47.2049790102754,16,7
735,47.80541846655345,16,9
736,37.74537666147713,16,8
737,47.3702494833019,15,7
738,50.53926329361015,16,7
739,49.07053524422346,15,8
740,42.836174232752896,16,7
741,52.17250258107049,14,6
742,52.72405470635559,15,7
743,53.09917711102671,15,6
744,29.163362791247454,15,6
745,50.57460841884413,15,7
746,53.58078691875319,15,5
747,52.13294553409402,16,5
748,45.7863458725411,16,6
749,45.81935765785449,15,5
750,46.16430395350885,16,5
751,31.718081928658393,15,6
752,48.55249053677058,15,5
753,49.66435769007614,14,6
754,46.37305825511073,14,6
755,48.05903247244311,14,6
756,52.05207312078829,13,6
757,52.79506576877085,12,5
758,51.132588872092455,13,5
759,52.482594659526015,14,7
760,49.882308168022455,11,8
761,53.81935765336892,13,7
762,55.60156426062173,11,6
763,43.01982625106414,13,5
764,49.67023909619507,13,6
765,49.117080825350726,13,6
766,48.109747424927164,13,6
767,38.84729876168159,12,6
768,50.073469192841706,13,5
769,52.05724143922751,12,5
770,45.69705289535327,13,6
771,46.34129202620734,13,6
772,53.498093136567135,13,5
773,48.328155966262614,14,6
774,53.86566665810495,12,6
775,47.284804347090855,12,7
776,44.916513171985436,14,7
777,49.19543034084778,10,8
778,51.747032842302666,12,8
779,48.258649454051756,14,6
780,49.44772054749301,12,7
781,46.48715987808257,13,7
782,52.09862496428882,11,6
783,44.90833752690129,12,6
784,51.69855787008505,10,6
785,51.72916306948521,9,7
786,59.4312919772154,9,6
787,59.68840187846877,10,5
788,53.57804915436105,10,5
789,55.52648370996995,10,5
790,59.088019835455874,10,5
791,59.7164457479676,9,4
792,56.39324513283855,11,5
793,56.30089398373111,11,6
794,59.149682696375685,9,5
795,55.74789000093039,12,5
796,45.29094678645473,11,5
797,53.14492790349966,13,5
798,48.12189077558513,13,5
799,52.174449558402785,14,5
800,52.82033070132356,13,5
801,52.734661033997185,13,5
802,51.160031225604996,12,6
803,49.36101303958951,11,6
804,52.588537683212756,13,6
805,51.62474460281121,13,6
806,47.72328417986528,15,6
807,43.93735661683829,15,6
808,51.58664797185939,12,6
809,49.098681900124085,12,6
810,54.464407219841576,12,5
811,53.29755006607706,12,5
812,50.11594895569469,12,6
813,45.650300939278836,14,5
814,45.2435575211693,13,6
815,47.919568595192395,12,6
816,48.73017938470118,11,6
817,50.866560752877255,11,6
818,52.38231069925441,12,6
819,52.16860906230177,11,6
820,51.77258251660207,11,5
821,48.54574705725761,11,5
822,48.34876831390993,12,5
823,44.68633404715484,12,6
824,34.022030791194176,12,5
825,48.76190476190476,10,6
826,46.616844866294706,10,5
827,52.32284623637135,11,5
828,49.12168271145153,10,5
829,55.05925595316233,10,5
830,54.63894533896097,10,5
831,53.98144120258948,10,5
832,54.526006526006526,10,4
833,52.59513210528296,10,4
834,56.68591199048546,10,4
835,47.913547104719036,11,6
836,54.02385429815297,11,5
837,45.30268728938046,10,6
838,53.10052159821745,9,6
839,52.277847714723734,10,6
840,48.48345855970408,11,6
841,52.40521765205658,12,5
842,45.73791479013773,12,6
843,45.18604225245898,13,6
844,46.750902848990144,12,6
845,44.790363401428834,12,6
846,45.97051699382939,12,5
847,52.07727837099578,14,5
848,45.65626394679265,13,6
849,46.2942351629673,11,7
850,49.84081564750338,12,8
851,47.14502169368073,12,7
852,45.86846306948667,12,8
853,44.92998543148513,12,7
854,49.868667292853154,12,7
855,49.280398538379295,12,8
856,47.48286597307914,14,6
857,51.74447926176318,12,5
858,45.76935835879529,12,6
859,49.54994802003591,12,6
860,51.77833467069934,12,6
861,47.56255599024777,14,6
862,46.16074749898198,13,6
863,44.30353219536927,12,5
864,34.64563078727605,13,4
865,50.6711446692842,12,4
866,45.42879114451894,12,4
867,46.42181689392598,13,4
868,49.79229782990645,13,4
869,43.645202913631636,13,5
870,44.282016089866765,13,4
871,49.69495622089786,13,4
872,46.21618881812372,13,3
873,42.67100738600525,13,3
874,45.49876878017031,13,3
875,51.71130563432376,13,2
876,45.99219264002807,13,3
877,44.400613984015244,14,4
878,44.037924046911584,14,3
879,37.75489004707767,13,4
880,47.136544469668024,12,3
881,41.07230708969839,13,5
882,43.30364038076359,15,4
883,46.71393408845378,14,3
884,45.25185568789919,14,3
885,44.022670976951176,16,3
886,26.26315097399548,15,4
887,27.259813861592054,17,4
888,26.480863690889578,15,5
889,28.346212331127887,14,4
890,30.183534830166955,14,4
891,28.868298793455892,14,3
892,30.30610268934522,12,3
893,29.471145806252153,14,3
894,27.444604391865365,13,4
895,31.67807619105163,13,3
896,32.15085430448347,11,3
897,31.033976559725346,11,3
898,33.56221843467684,11,2
899,31.041555961781835,12,3
900,31.333746703620974,11,3
901,31.30685058294893,12,3
902,32.5702881725774,12,3
903,33.74529539072997,12,3
904,34.3103578031183,11,4
905,35.96093796887727,10,3
906,72.729391364661,9,4
907,71.11521049865206,11,4
908,67.37188383448985,12,5
909,59.94003572704538,12,4
910,65.65499968693257,14,4
911,47.881822436841446,14,4
912,61.08802796387999,14,5
913,55.416438754343545,12,6
914,61.55150198846543,12,5
915,57.88520404642625,12,6
916,61.040020956428094,11,5
917,57.634649737543626,12,4
918,66.57942441703574,11,6
919,55.546338233346574,12,5
920,66.2450288241333,11,4
921,69.1718451085164,11,4
922,71.90029999142881,11,3
923,52.251146103248956,12,5
924,65.77752685642594,13,4
925,65.77649531098078,11,4
926,56.7449638097815,12,4
927,57.372910568216014,13,5
928,48.826047984354446,13,5
929,48.346539104374386,13,4
930,43.61660929879476,12,5
931,55.70790665550995,12,6
932,55.27184555577519,13,6
933,57.1968744460051,12,6
934,56.26992581064946,12,6
935,59.948602872865,13,5
936,63.573178125378924,15,5
937,57.9339760766872,13,5
938,68.33451180371137,12,5
939,65.14512922465208,12,5
940,72.37173669226124,10,5
941,72.42797444310136,10,4
942,58.84264870931538,9,3
943,75.77100532923855,9,3
944,76.02508609751676,9,4
945,75.67667436489607,8,4
946,77.98133343249172,9,3
947,71.87688933063714,8,3
948,70.01125039643459,9,3
949,75.77100532923855,9,3
950,67.229338975444,10,3
951,63.855794409597465,10,5
952,63.081726575424874,9,4
953,62.25127268949345,11,5
954,57.74494389757004,11,5
955,63.6252540881648,9,6
956,71.84364776211439,9,7
957,76.34057733609988,8,4
958,60.897335753176044,11,6
959,64.45041335013369,10,6
960,60.39140701491678,10,6
961,64.91926696384348,10,5
962,58.96176338281602,9,5
963,46.39614167828145,11,5
964,56.10658676226657,9,6
965,63.85871104276732,10,5
966,59.955458352988266,12,6
967,57.57689403818963,12,6
968,51.59743630749548,11,6
969,52.4806246168091,12,6
970,51.59743630749548,12,6
971,54.8382558671635,11,6
972,61.60303146021209,11,7
973,57.122872007190914,11,5
974,58.34903941126553,11,5
975,68.6622794093573,10,3
976,61.310374062650745,10,4
977,60.02066369971809,12,5
978,52.257656176023524,13,6
979,59.18724335003175,11,5
980,59.61798359700368,11,6
981,53.01126123279534,12,6
982,56.91899740802562,13,6
983,53.61023556629216,13,6
984,46.46450054836101,13,5
985,49.26997850321277,13,5
986,57.0219152754364,12,5
987,56.15766923736076,12,5
988,54.55295571307797,12,5
989,52.700868232248986,13,5
990,52.77314476962178,13,6
991,48.42580213131978,14,6
992,47.80487360094828,14,7
993,47.0836308120608,14,6
994,56.40765496187313,14,6
995,53.53633288659136,15,6
996,54.626847787864186,14,6
997,48.50252093066284,13,6
998,55.94717816697568,13,6
